"","gene_id","gene_name","gene_type","chr","X1kb_up_tss_start","strand","number_of_dbp","tpm_homo_sapiens_hepg2","tpm_homo_sapiens_membrane_fraction","tpm_homo_sapiens_insoluble_cytoplasmic_fraction","tpm_homo_sapiens_cytosolic_fraction","tpm_homo_sapiens_nuclear_fraction"
"33158","ENSG00000278058.1","AC009159.3","lncRNA","chr16",79604802,"+",0,0.0335605,0.0427385,0,0,0
"33159","ENSG00000278060.1","AC012366.1","lncRNA","chr2",72933356,"-",77,0.0272355,0,0.2203145,0,0.252598
"33160","ENSG00000278071.1","AL161669.3","lncRNA","chr14",103207100,"+",13,2.0951515,0.9467635,0.7456715,0.291085,4.269151
"33161","ENSG00000278075.1","AC114341.1","lncRNA","chr18",79899904,"-",32,1.1017375,0.1016,0.1187765,0.051013,0.747016
"33162","ENSG00000278084.1","AC069503.3","lncRNA","chr12",121873193,"+",17,1.4049865,0.387373,0,0.088786,1.138183
"33163","ENSG00000278085.5","CT45A8","protein_coding","chrX",135853539,"-",0,0,0,0,0,0
"33164","ENSG00000278090.3","LUNAR1","lncRNA","chr15",99013526,"+",168,0.0751595,0.009278,0,0.001339,0.2527475
"33165","ENSG00000278095.1","AC022509.4","lncRNA","chr12",26272901,"-",207,0.0146005,0.0335365,0.0360535,0.011771,0.067871
"33166","ENSG00000278097.1","AC243829.5","lncRNA","chr17",36225808,"-",0,1.8311955,0.3020205,0.3479095,0.358347,3.473545
"33167","ENSG00000278107.1","AC027575.2","lncRNA","chr18",76804737,"-",24,0.2110915,0.1528565,0.154684,0.0064545,0.159843
"33168","ENSG00000278112.1","AC145423.3","lncRNA","chr12",123518857,"-",159,1.068885,1.196368,0.4981785,0.2553575,1.461041
"33169","ENSG00000278126.1","AC139768.1","lncRNA","chr12",51201582,"-",1,2.553737,0.8479975,0.8583595,0.120351,4.069457
"33170","ENSG00000278129.2","ZNF8","protein_coding","chr19",58277955,"+",289,2.3793415,0.970529,3.1311205,0.104817,2.6497655
"33171","ENSG00000278133.1","AC135050.6","lncRNA","chr16",31121235,"+",3,31.997095,12.75484,43.022777,0.631721,18.854689
"33172","ENSG00000278139.1","AL358075.4","protein_coding","chr1",46175489,"-",17,0,0,0,0.1413565,0
"33173","ENSG00000278146.1","AC012409.4","lncRNA","chr15",96229897,"+",0,0.076074,0,0,0,0
"33174","ENSG00000278147.1","AL121809.2","lncRNA","chr14",45078849,"+",12,0.0691925,0,0.1781995,0,0.0869945
"33175","ENSG00000278153.1","AL121782.1","lncRNA","chr20",13367704,"-",0,0.4664895,0.0285145,0.092485,0,2.830474
"33176","ENSG00000278156.2","TSC22D1-AS1","lncRNA","chr13",44574893,"+",147,0.552383,0.169137,0.224541,0.047079,0.857187
"33177","ENSG00000278158.1","AP001059.3","lncRNA","chr21",44240847,"+",0,0.7123885,0.581364,0.6937455,0.163253,0
"33178","ENSG00000278175.4","GLIDR","lncRNA","chr9",39809098,"-",163,1.0022545,0.525968,0.740146,0.2390085,2.532032
"33179","ENSG00000278177.1","AL354811.1","lncRNA","chr13",93226318,"-",270,3.3981495,1.245836,2.2873765,0.134277,13.390097
"33180","ENSG00000278192.1","AL118505.1","lncRNA","chr20",6066898,"-",4,0.808096,0.164379,0.606125,0.0159815,1.4834825
"33181","ENSG00000278195.2","SSTR3","protein_coding","chr22",37211478,"-",62,0.209552,0.0930635,0.2892655,0.0085495,0.209335
"33182","ENSG00000278200.1","LINC01971","lncRNA","chr17",81480571,"-",71,0.027722,0.045282,0.0288775,0,0.050855
"33183","ENSG00000278202.1","AC243919.2","lncRNA","chr15",82417651,"+",0,0.6794265,0.221531,0.849622,0.016626,0.489772
"33184","ENSG00000278206.1","AL031320.2","lncRNA","chr6",143483979,"+",0,1.263508,0.1365125,0.106267,0.0161805,2.4407635
"33185","ENSG00000278214.1","LINC02139","lncRNA","chr16",85136150,"+",311,0.580282,0.257373,0.1727885,0.0573935,1.153639
"33186","ENSG00000278224.6","PRICKLE4","protein_coding","chr6",41779762,"+",291,0.989976,0.194068,0.2139235,0.108043,1.268227
"33187","ENSG00000278231.1","AL133342.1","lncRNA","chr20",48848459,"-",7,0.0301735,0,0.0758585,0,0
"33188","ENSG00000278238.1","AL359513.1","lncRNA","chr13",52454332,"-",272,1.442814,1.0940695,2.0921775,0.2841085,0.8270855
"33189","ENSG00000278239.1","AC243967.3","lncRNA","chr19",41834951,"-",5,0.560902,0.145926,0.1599385,0.0436875,0.86522
"33190","ENSG00000278254.4","AC004852.2","lncRNA","chr7",9188858,"-",0,0.0294875,0.003675,0.053428,0,0.137552
"33191","ENSG00000278255.1","AC005344.1","lncRNA","chr12",2216921,"-",0,0,0,0,0,0
"33192","ENSG00000278259.4","MYO19","protein_coding","chr17",36542436,"-",0,36.063664,26.199659,28.96044,6.491922,45.1700935
"33193","ENSG00000278266.1","AC079949.2","lncRNA","chr12",127146149,"+",0,0.00537,0,0,0,0.025617
"33194","ENSG00000278276.1","AL110115.2","lncRNA","chr20",31579890,"+",51,0.535989,0.0772965,0.127855,0.0078835,0.5681735
"33195","ENSG00000278289.4","CT45A6","protein_coding","chrX",135801657,"-",0,0,0,0,0,0
"33196","ENSG00000278291.1","AL161772.1","lncRNA","chr13",20702719,"-",193,0.591882,0.2798325,0.4517995,0.0391355,0.744135
"33197","ENSG00000278299.5","TBC1D3C","protein_coding","chr17",38067593,"-",0,0.063349,0.039774,0,0,0
"33198","ENSG00000278305.1","AL161616.2","lncRNA","chr13",31418989,"+",0,0,0,0,0,0
"33199","ENSG00000278311.5","GGNBP2","protein_coding","chr17",36543912,"+",0,26.169799,4.7040365,35.8546565,1.2566025,28.179989
"33200","ENSG00000278318.5","ZNF229","protein_coding","chr19",44447579,"-",18,0.070567,0.065426,0.234621,0.0007565,0.0975705
"33201","ENSG00000278330.1","AC018529.2","lncRNA","chr18",77111602,"+",21,0.2073775,0.1825335,0.1223735,0.043217,0.588926
"33202","ENSG00000278338.4","VWA8-AS1","lncRNA","chr13",41954808,"+",12,0.143798,0.033398,0.0290995,0.005317,0.3002715
"33203","ENSG00000278341.1","AC138028.6","lncRNA","chr16",88709438,"-",45,0.2361175,0.0505645,0.1840205,0.0186615,0.564974
"33204","ENSG00000278344.1","AC063943.1","lncRNA","chr12",120500091,"-",6,0.8721355,0.110241,2.192828,0.0160195,0.3675665
"33205","ENSG00000278351.1","AC009248.2","lncRNA","chr12",45255473,"+",1,0.072837,0,0,0,2.8773565
"33206","ENSG00000278356.1","AC005911.1","lncRNA","chr12",2884819,"+",95,1.067309,0.7366325,0.697982,0.107797,1.793299
"33207","ENSG00000278367.1","AL356652.1","lncRNA","chr20",35173920,"-",276,0.1519545,0.3869155,0.081367,0.1319975,0.3494275
"33208","ENSG00000278370.1","AC021422.1","lncRNA","chr15",90649631,"+",19,0,0,0,0,0
"33209","ENSG00000278376.1","AP004609.3","lncRNA","chr11",118790254,"+",330,0.386302,0.486419,0.588166,0.1772155,0.3313395
"33210","ENSG00000278383.1","AL031673.1","lncRNA","chr20",25679781,"+",0,0.7361055,0.173174,0.9901175,0,2.593196
"33211","ENSG00000278385.1","AC121338.2","lncRNA","chr12",47904122,"+",87,0.0485925,0.0271185,0.054687,0.0023245,0.0104085
"33212","ENSG00000278389.1","AC099518.6","lncRNA","chr16",19110485,"-",139,0.097315,0.0714215,0.101356,0.0362535,0.1040705
"33213","ENSG00000278390.5","AL354696.2","lncRNA","chr13",41131939,"+",268,3.120803,1.383841,2.4147645,0.1183305,7.648498
"33214","ENSG00000278396.1","AL122023.1","lncRNA","chr14",93333528,"+",0,0.4463425,0.202915,0.443347,0.005142,0.4232785
"33215","ENSG00000278408.1","AC108861.1","lncRNA","chr15",71548833,"-",0,0,0,0,0,0
"33216","ENSG00000278419.1","AL451164.2","lncRNA","chr10",3133566,"+",0,0,0.031035,0,0,0
"33217","ENSG00000278431.1","AC243547.2","lncRNA","chr1",145960388,"+",204,0,0,0,0,0
"33218","ENSG00000278434.1","AC023830.3","lncRNA","chr16",4532671,"-",12,0.696309,0.0452075,0.270372,0.0043305,1.2003605
"33219","ENSG00000278445.1","AL137246.2","lncRNA","chr13",102902339,"+",16,0,0,0,0,0.064694
"33220","ENSG00000278456.1","AC015712.7","lncRNA","chr15",100888107,"-",1,0,0,0,0,0
"33221","ENSG00000278462.1","AL359880.1","lncRNA","chr13",46716423,"+",18,0.465869,0.0713885,0.193012,0,3.280017
"33222","ENSG00000278463.1","HIST1H2AB","protein_coding","chr6",26032569,"-",299,658.0591085,375.842394,1381.5513135,328.608412,221.6572895
"33223","ENSG00000278464.2","AC068506.1","lncRNA","chr18",34902505,"-",0,1.8817545,0.560735,1.4146685,0.0513725,5.614385
"33224","ENSG00000278467.1","AC138393.3","lncRNA","chr1",223993262,"+",206,14.364769,2.6683975,2.5380505,0.2140305,35.3308545
"33225","ENSG00000278472.1","AC009268.2","lncRNA","chr15",33971516,"-",0,0.5832335,0.033797,1.047485,0,4.6341245
"33226","ENSG00000278475.1","AC009464.1","lncRNA","chr12",45788189,"+",1,0.805839,0.09645,0.2334095,0,4.0056215
"33227","ENSG00000278484.1","AC010998.3","lncRNA","chr10",120984597,"-",0,0.026846,0,0,0,0
"33228","ENSG00000278492.1","AC006213.5","lncRNA","chr19",43977376,"+",0,0.622312,0.369315,2.2842685,0,1.169709
"33229","ENSG00000278493.1","AC039056.2","lncRNA","chr15",41907715,"-",2,0.1678675,0.055879,0.323661,0.0032825,0.2001105
"33230","ENSG00000278505.5","C17orf78","protein_coding","chr17",37374985,"+",0,0.1260045,0.020966,0.0538135,0.001738,0.1921935
"33231","ENSG00000278514.1","AC068831.6","lncRNA","chr15",91021766,"+",246,0.251516,0.476301,0.5545655,0.026069,0.4710495
"33232","ENSG00000278518.1","AL161645.1","lncRNA","chr10",133526514,"-",14,0,0,0,0,0.044087
"33233","ENSG00000278522.4","POTEB3","protein_coding","chr15",21439452,"-",0,0.009216,0.0018975,0.00584,0.000616,0
"33234","ENSG00000278532.1","AC026585.1","lncRNA","chr18",69398250,"-",181,0.3550355,0.1041255,0.6473335,0.01832,0.208483
"33235","ENSG00000278535.5","DHRS11","protein_coding","chr17",36590879,"+",0,11.3917455,6.711926,12.018119,1.1328735,6.7370315
"33236","ENSG00000278540.5","ACACA","protein_coding","chr17",37405837,"-",9,23.398718,7.927718,45.3122625,2.581855,66.5719315
"33237","ENSG00000278546.1","AC003101.2","lncRNA","chr17",31559132,"+",221,0.0601555,0.045424,0,0,0.2680255
"33238","ENSG00000278558.5","TMEM191B","protein_coding","chr22",18526802,"+",0,2.0851455,1.870313,1.89179,0.2958415,1.130931
"33239","ENSG00000278570.5","NR2E3","protein_coding","chr15",71791638,"+",0,0.1173635,0.0040565,0,0,0.0498565
"33240","ENSG00000278576.1","AL162171.3","lncRNA","chr14",88588231,"+",1,0.4607705,0.1092095,0.3221475,0.0164305,1.276825
"33241","ENSG00000278588.1","HIST1H2BI","protein_coding","chr6",26271976,"+",226,27.2453375,14.407772,75.3713555,12.8016595,8.1365845
"33242","ENSG00000278595.1","AL133396.2","lncRNA","chr20",4760300,"+",253,0.411063,0.215671,0.6406415,0.0516195,0.477212
"33243","ENSG00000278599.5","TBC1D3E","protein_coding","chr17",38126951,"+",0,0,0,0,0,0.035475
"33244","ENSG00000278600.1","AC015871.4","lncRNA","chr15",79921456,"-",281,2.5411525,0.6604595,1.510944,0.0820865,3.831815
"33245","ENSG00000278601.1","AL158163.2","lncRNA","chr10",110906483,"+",0,0.1935545,0.0276305,0.0924935,0,0.4819235
"33246","ENSG00000278607.1","AC015819.2","lncRNA","chr18",75070092,"-",58,0.084564,0.017197,0.189255,0,0.339518
"33247","ENSG00000278610.1","AC093152.1","lncRNA","chr1",222814064,"+",244,0.1429745,0.032278,0.0537765,0.045499,0.366692
"33248","ENSG00000278611.2","ZNF426-DT","lncRNA","chr19",9537693,"+",302,2.750014,2.0292395,1.747853,0.8232835,5.65231
"33249","ENSG00000278615.4","C11orf98","protein_coding","chr11",62664218,"-",333,31.089874,15.9913735,58.1732,3.70807,11.7796735
"33250","ENSG00000278619.5","MRM1","protein_coding","chr17",36600583,"+",0,5.0637705,1.284362,8.303204,0.1951685,2.8663965
"33251","ENSG00000278621.1","AC037198.2","lncRNA","chr15",39587883,"-",7,1.455911,0.0755015,0.0542955,0.0576245,4.3581845
"33252","ENSG00000278626.1","AC023310.4","lncRNA","chr15",20642449,"-",0,0,0,0,0,0
"33253","ENSG00000278627.1","AC005962.1","lncRNA","chr17",58202004,"-",4,0.424143,0.060274,0,0,0.387942
"33254","ENSG00000278630.1","LINC02335","lncRNA","chr13",55061945,"+",0,0,0,0,0,0
"33255","ENSG00000278637.1","HIST1H4A","protein_coding","chr6",26020679,"+",192,55.4185875,19.4037135,130.284922,21.2931175,10.1110575
"33256","ENSG00000278638.2","AC244093.5","lncRNA","chr17",37051891,"-",0,0.153677,0.0129445,0.1063195,0,0.4677585
"33257","ENSG00000278642.1","AC015813.4","lncRNA","chr17",57954965,"+",152,0.5480565,0.3767375,0,0.1579745,2.2260235
"33258","ENSG00000278646.1","AC008162.2","protein_coding","chrX",120877925,"-",0,0,0,0,0,0.1047895
"33259","ENSG00000278657.1","AC245452.5","lncRNA","chr22",22035344,"+",0,0.0155035,0,0.0223505,0,0.020074
"33260","ENSG00000278662.5","GOLGA6L10","protein_coding","chr15",82348476,"-",0,0.742509,0.251875,0.584898,0.0735995,0.935232
"33261","ENSG00000278668.1","AC005899.7","lncRNA","chr17",32409159,"+",1,1.1620185,0.056047,0.2525875,0,2.1863255
"33262","ENSG00000278674.2","ELOA3B","protein_coding","chr18",47022928,"-",0,0,0,0,0,0
"33263","ENSG00000278677.1","HIST1H2AM","protein_coding","chr6",27892150,"-",362,634.377356,195.8862465,1334.8453985,90.149425,217.70128
"33264","ENSG00000278685.4","IQCA1L","protein_coding","chr7",151204497,"-",5,0,0,0,0,0
"33265","ENSG00000278690.1","AC244100.4","lncRNA","chr17",36011504,"+",0,0.5436685,0.05634,0.205901,0,0.4292705
"33266","ENSG00000278698.1","AL162574.2","lncRNA","chr13",106773280,"-",0,0,0,0,0,0
"33267","ENSG00000278703.1","AC100847.1","lncRNA","chr18",57588092,"-",2,3.4937445,0.533941,0.864442,0.1367285,6.0625865
"33268","ENSG00000278705.1","HIST1H4B","protein_coding","chr6",26026253,"-",343,486.8983025,410.1109185,1472.281896,248.8691045,152.142686
"33269","ENSG00000278709.2","NKILA","lncRNA","chr20",57709156,"+",39,0,0,0,0,0
"33270","ENSG00000278713.1","AC120114.2","lncRNA","chr16",29861760,"+",286,0.334339,0,0,0,0
"33271","ENSG00000278716.1","AC133540.1","lncRNA","chr16",85488813,"+",50,0.0074645,0.0098785,0,0,0
"33272","ENSG00000278719.1","MCM8-AS1","lncRNA","chr20",6004822,"-",370,0.638779,0.099954,0.079446,0.0174865,1.9352715
"33273","ENSG00000278722.1","AL445288.1","lncRNA","chr13",57632576,"-",7,0,0,0,0,0
"33274","ENSG00000278727.1","AC000403.1","lncRNA","chr13",76886551,"+",26,0.046378,0.0122765,0.0270135,0,0.304387
"33275","ENSG00000278730.1","AC005332.6","lncRNA","chr17",68125666,"+",0,7.1178515,3.1918615,12.6791695,0.110156,6.52074
"33276","ENSG00000278733.1","AC022079.2","lncRNA","chr12",28185191,"-",0,0.095836,0.0281595,0.1497675,0,0.2965355
"33277","ENSG00000278737.1","AC013553.4","lncRNA","chr15",65082664,"-",32,0.0812325,0,0,0,0.0864915
"33278","ENSG00000278740.1","AC005332.7","lncRNA","chr17",68187547,"+",0,0.6343275,0.02673,0.1017425,0.004418,1.0962265
"33279","ENSG00000278743.1","AC087239.1","lncRNA","chr12",25385242,"-",325,1.071985,1.72897,0.1272155,0.364226,1.9459275
"33280","ENSG00000278765.1","AC004477.3","lncRNA","chr17",48066294,"-",14,0.877964,0.0970905,1.179912,0.0038645,0.924949
"33281","ENSG00000278766.2","AC092683.2","lncRNA","chr2",97420075,"+",0,1.489817,0.042316,0.3586575,0.0058845,4.188265
"33282","ENSG00000278768.2","BACE1-AS","lncRNA","chr11",117287453,"+",2,1.272196,0.8346085,1.7558535,0.3455565,2.118654
"33283","ENSG00000278769.1","AC090510.3","lncRNA","chr15",42723102,"+",4,0,0.337692,0,0.0536405,0
"33284","ENSG00000278784.1","AL136295.7","lncRNA","chr14",24201812,"-",0,4.995286,0.7466785,2.567117,0.0246275,14.770035
"33285","ENSG00000278803.2","AC236972.4","protein_coding","chrX",153270618,"+",0,0,0,0,0,0
"33286","ENSG00000278811.4","LINC00624","lncRNA","chr1",147516876,"-",7,0.808792,0.1553935,0.157871,0.0035155,2.116402
"33287","ENSG00000278816.1","AL121890.5","lncRNA","chr20",5060341,"-",2,0.452979,0.16166,0.1271855,0.015549,1.0414
"33288","ENSG00000278828.1","HIST1H3H","protein_coding","chr6",27809064,"+",352,314.9537535,55.8932885,873.916958,20.217565,72.007083
"33289","ENSG00000278829.1","AC099811.5","lncRNA","chr17",42274572,"-",299,0.993108,0.093925,0.2836865,0.0136045,3.0157165
"33290","ENSG00000278831.1","AL513190.1","lncRNA","chr10",124622353,"+",8,0.203841,0.061471,0.0497225,0.004546,0.445016
"33291","ENSG00000278834.1","AC073508.3","lncRNA","chr17",40647300,"+",337,1.318497,1.1088885,2.427248,0.313848,1.7422005
"33292","ENSG00000278840.1","AC009878.1","lncRNA","chr15",26556938,"-",1,0,0,0,0,0
"33293","ENSG00000278845.5","MRPL45","protein_coding","chr17",38296023,"+",0,38.5962625,23.004256,87.083585,1.792728,16.3697045
"33294","ENSG00000278847.1","AC006157.1","lncRNA","chrY",2933772,"-",284,0.568439,0.1470905,0.2361555,0.0425375,0.4231625
"33295","ENSG00000278848.2","TP53TG3F","protein_coding","chr16",33458045,"+",0,0,0,0,0,0
"33296","ENSG00000278869.1","BX539320.1","lncRNA","chr22",49933075,"-",121,0,0.0332085,0,0.015115,0
"33297","ENSG00000278870.2","OR51G1","protein_coding","chr11",4923340,"-",0,0,0,0,0,0
"33298","ENSG00000278878.1","CU638689.1","lncRNA","chr21",6669668,"-",0,1.1039045,0.536202,2.405707,0.016342,0.1745285
"33299","ENSG00000278884.1","CU634019.2","lncRNA","chr21",7019599,"+",0,0.0170095,0,0,0.003881,0
"33300","ENSG00000278889.4","OR2S2","protein_coding","chr9",35957155,"-",0,0,0,0,0,0
"33301","ENSG00000278890.1","FP325330.2","lncRNA","chr22",48051646,"+",2,0.0620275,0.0377825,0.00646,0.005524,0.116342
"33302","ENSG00000278899.1","AL358852.1","lncRNA","chr6",149716621,"+",378,1.1748735,1.1443155,0.6499035,0.234534,2.1160045
"33303","ENSG00000278901.1","AC005609.1","lncRNA","chr5",140881643,"-",9,0.0512335,0,0,0,0.048863
"33304","ENSG00000278903.3","CU633906.2","lncRNA","chr21",6317434,"+",0,17.859268,5.515057,33.694907,0.149492,8.30235
"33305","ENSG00000278907.1","AC005609.2","lncRNA","chr5",140848697,"-",9,0,0,0,0,0
"33306","ENSG00000278910.4","BANCR","lncRNA","chr9",69310112,"-",0,0.1197075,0.010351,0.0310565,0.0043165,0.463269
"33307","ENSG00000278911.1","AC015819.3","lncRNA","chr18",75105261,"-",5,0.227894,0.042325,0.138838,0.0018665,0.735455
"33308","ENSG00000278915.1","AC005609.3","lncRNA","chr5",140874923,"-",8,0,0,0,0,0
"33309","ENSG00000278916.1","CEP83-DT","lncRNA","chr12",94459003,"+",318,0.1273695,0.1273965,0.1110495,0.015751,0.1222165
"33310","ENSG00000278920.1","AC005005.4","lncRNA","chr22",31050630,"+",1,0.951999,0.3478925,0.318179,0.1214375,1.9814185
"33311","ENSG00000278921.2","EPB41L4A-DT","lncRNA","chr5",112418583,"+",140,0,0,0,0,0.042411
"33312","ENSG00000278923.2","AP005242.3","lncRNA","chr18",15065599,"-",0,0.68812,0,0.155043,0,0.616768
"33313","ENSG00000278925.1","AC005753.1","lncRNA","chr5",141825326,"-",9,0,0,0,0,0
"33314","ENSG00000278927.1","FP236240.1","lncRNA","chr21",6552956,"-",0,0.162077,0.116319,0.0757775,0.078006,0.246066
"33315","ENSG00000278932.4","CR381653.1","lncRNA","chr21",9324013,"+",0,26.6285845,12.131323,14.455769,2.736692,75.335689
"33316","ENSG00000278936.1","AC244517.4","lncRNA","chr5",141200397,"-",6,0.1208705,0,0,0,0
"33317","ENSG00000278944.1","AC027045.1","lncRNA","chr17",9807856,"-",2,0,0,0,0,0
"33318","ENSG00000278946.1","AC005609.4","lncRNA","chr5",140866960,"-",22,0,0,0,0,0
"33319","ENSG00000278955.3","FP475955.1","lncRNA","chr21",6857539,"+",0,0,0,0,0,0
"33320","ENSG00000278960.1","AL022329.3","lncRNA","chr22",25755670,"-",1,0,0,0,0,0
"33321","ENSG00000278961.2","SMIM34B","protein_coding","chr21",7792955,"-",0,0.0117505,0.0040715,0,0,0.0750725
"33322","ENSG00000278970.2","HEIH","lncRNA","chr5",180830606,"-",9,0.021236,0.0059065,0.0157905,0,0.016834
"33323","ENSG00000278981.1","AC079298.1","lncRNA","chr4",154234980,"+",0,0,0,0,0,0
"33324","ENSG00000278996.1","FP671120.4","lncRNA","chr21",8196620,"+",0,0.3225675,0.307482,0.8162155,0.1078245,0
"33325","ENSG00000279000.3","OR10A6","protein_coding","chr11",7930269,"-",0,0.1076785,0.0053105,0.02326,0,0.4745025
"33326","ENSG00000279006.1","AL022323.2","lncRNA","chr22",25050967,"-",38,0.174836,0.0123875,0.0451605,0.0018885,0.501399
"33327","ENSG00000279012.2","OR51B2","protein_coding","chr11",5323298,"-",1,0.0193265,0,0,0,0.1058565
"33328","ENSG00000279028.1","AC010223.1","lncRNA","chr5",140965491,"-",9,0,0,0,0,0
"33329","ENSG00000279047.4","AC244517.5","lncRNA","chr5",141095403,"-",38,1.776173,0.246293,0.848258,0.1037785,2.6694615
"33330","ENSG00000279051.4","OR6Q1","protein_coding","chr11",58029930,"+",1,0,0,0,0,0
"33331","ENSG00000279064.1","FP236315.1","lncRNA","chr21",5708457,"-",0,2.697308,3.1113825,4.796905,0.4323555,3.2564055
"33332","ENSG00000279066.1","HEXD-IT1","lncRNA","chr17",82424498,"+",41,2.3903935,0.769504,0.5353605,0.122579,5.7449225
"33333","ENSG00000279068.1","AC244517.6","lncRNA","chr5",141181409,"+",49,0.015334,0,0,0,0.1144975
"33334","ENSG00000279070.2","AC073263.2","lncRNA","chr2",74197561,"-",345,0.1417125,0.111141,0.059602,0.005904,0.260303
"33335","ENSG00000279072.1","AC118758.3","lncRNA","chr7",56847801,"-",0,0.010814,0.002208,0.006457,0,0.0220865
"33336","ENSG00000279073.3","AL807752.6","protein_coding","chr9",137039437,"-",8,0,0,0,0,0
"33337","ENSG00000279078.1","SND1-IT1","lncRNA","chr7",127996597,"+",3,0.4584485,0.0219305,0.2853595,0.002375,3.5436995
"33338","ENSG00000279080.1","AL022322.2","lncRNA","chr22",38129216,"+",3,0.9785315,0.386929,0.3279795,0.1022795,2.262661
"33339","ENSG00000279082.4","LINC01727","lncRNA","chr20",21568976,"+",0,1.2289285,0.1492745,0.399665,0.0271415,3.496991
"33340","ENSG00000279085.1","AL022323.3","lncRNA","chr22",25014073,"-",0,0.5532855,0.1661135,0.214886,0.0382865,1.1578275
"33341","ENSG00000279094.3","LINC01670","lncRNA","chr21",5501543,"-",0,30.2478085,4.4640565,15.356303,0.813526,67.473611
"33342","ENSG00000279110.1","AL022323.4","lncRNA","chr22",25064242,"-",1,0.393296,0.1013145,0.181884,0.019701,0.9944015
"33343","ENSG00000279111.2","OR10X1","protein_coding","chr1",158578900,"-",2,0,0,0,0,0
"33344","ENSG00000279116.2","OR8D2","protein_coding","chr11",124319289,"-",0,0,0,0,0,0
"33345","ENSG00000279141.3","AL590226.2","lncRNA","chr9",136616182,"-",40,0.001974,0.0128135,0,0,0.0056665
"33346","ENSG00000279145.2","AC011912.1","lncRNA","chr15",55175740,"-",1,0.3450685,0.037282,0.078501,0.005492,0.7058525
"33347","ENSG00000279151.1","AL021920.1","lncRNA","chr1",16700546,"+",2,0.360536,0.060056,0,0,0.3105295
"33348","ENSG00000279159.1","AC003681.1","lncRNA","chr22",30027237,"-",4,0.4763235,0.1447335,0.146598,0.02481,0.9997655
"33349","ENSG00000279168.2","AC105052.4","lncRNA","chr7",102678296,"-",0,0.769617,0.277342,0.150007,0.0367005,1.1881835
"33350","ENSG00000279169.3","PRAMEF13","protein_coding","chr1",13200410,"-",0,0,0,0,0,0.014805
"33351","ENSG00000279170.2","TSTD3","protein_coding","chr6",99519693,"+",280,5.3935005,2.3265345,3.0580345,0.3617415,9.622917
"33352","ENSG00000279175.1","AL033543.1","lncRNA","chr22",44101779,"+",1,0.240779,0.0798395,0.0741535,0.014941,0.5936395
"33353","ENSG00000279182.1","CR559946.2","lncRNA","chr22",50315035,"+",78,0.007368,0,0,0,0.0200225
"33354","ENSG00000279206.1","AC004943.3","lncRNA","chr16",72771673,"+",3,0.5080805,0,0.3427435,0,1.2018625
"33355","ENSG00000279217.1","Z95114.1","lncRNA","chr22",36070000,"+",0,1.2865105,0.3487255,0.4042035,0.064245,3.2892105
"33356","ENSG00000279220.4","GPR1-AS","lncRNA","chr2",206202543,"+",0,0.162941,0.1671885,0.3059425,0.07245,1.038156
"33357","ENSG00000279232.2","AC008522.1","lncRNA","chr5",98794767,"-",19,0.1010365,0,0.040523,0.0007205,0.245561
"33358","ENSG00000279240.1","AC063980.1","lncRNA","chr5",136396043,"-",0,0.4469965,0.1134335,0.1331305,0.026068,0.925596
"33359","ENSG00000279243.3","LINC02736","lncRNA","chr11",65487715,"-",253,0.373844,0.8545935,0.3237685,0.3433,0.52879
"33360","ENSG00000279245.1","FAM223A","lncRNA","chrX",154570248,"+",0,0.322751,0.0373435,0.206848,0.0029785,0.848195
"33361","ENSG00000279249.3","AC007614.1","lncRNA","chr16",49281021,"+",13,0.1118495,0.0311915,0.0446125,0.005558,0.295215
"33362","ENSG00000279261.2","AL360294.1","lncRNA","chr1",234759057,"-",71,0.200825,0.059829,0.009033,0.0173815,0.3243575
"33363","ENSG00000279263.1","OR2L8","protein_coding","chr1",247947858,"+",1,0,0,0,0,0
"33364","ENSG00000279270.2","OR52R1","protein_coding","chr11",4803381,"-",1,0,0,0,0,0
"33365","ENSG00000279277.2","AC012020.1","lncRNA","chr3",108038917,"-",0,0.2563685,0.0570155,0.1358235,0.0046665,0.411733
"33366","ENSG00000279278.1","AC245060.6","lncRNA","chr22",22263601,"+",0,0.576268,0.106381,0.1596595,0.0208795,2.4646745
"33367","ENSG00000279298.1","Z99916.3","lncRNA","chr22",25251603,"-",0,1.112374,0.2496175,0.413125,0.07243,2.2787585
"33368","ENSG00000279301.4","OR2T11","protein_coding","chr1",248634092,"-",0,0.0169265,0.0158915,0,0.00115,0.04083
"33369","ENSG00000279317.2","AC006994.2","lncRNA","chr2",210170518,"+",313,0.170223,0.1690495,0.1441465,0.045388,0.423267
"33370","ENSG00000279321.1","AC018692.1","lncRNA","chr21",9912117,"+",0,0,0,0,0,0.031424
"33371","ENSG00000279325.1","AL136359.1","lncRNA","chr13",53192667,"+",0,0,0,0,0,0
"33372","ENSG00000279342.2","AP000866.6","lncRNA","chr11",124791819,"-",11,1.8051885,0.044131,0.4994225,0.015773,6.0100665
"33373","ENSG00000279345.1","Z98885.3","lncRNA","chr22",49804452,"+",10,0.7863225,0.250349,0.21282,0.040906,1.848749
"33374","ENSG00000279375.1","AC244517.7","lncRNA","chr5",141193089,"-",0,0,0,0,0,0.1417835
"33375","ENSG00000279395.3","OR5L1","protein_coding","chr11",55810367,"+",0,0,0,0,0,0
"33376","ENSG00000279408.3","AC135068.3","protein_coding","chr15",21650844,"+",0,0,0,0,0,0
